01/30/17 23:50:28 0.026 0.028 0.031 0.006
01/30/17 23:51:56 0.025 0.030 0.034 0.007
01/30/17 23:53:26 0.022 0.029 0.034 0.006
01/30/17 23:54:54 0.020 0.037 0.064 0.019
01/30/17 23:56:22 0.018 0.028 0.034 0.008
01/30/17 23:57:49 0.020 0.028 0.035 0.006
01/30/17 23:59:17 0.021 0.042 0.063 0.017
01/31/17 00:00:45 0.018 0.029 0.036 0.007
01/31/17 00:03:00 0.021 0.030 0.035 0.006
01/31/17 00:04:35 0.021 0.029 0.033 0.005
01/31/17 00:06:04 0.022 0.031 0.042 0.010
01/31/17 00:07:31 0.022 0.029 0.033 0.005
01/31/17 00:09:10 0.026 0.030 0.034 0.005
01/31/17 00:10:44 0.019 0.026 0.033 0.008
01/31/17 00:12:17 0.029 0.032 0.035 0.007
01/31/17 00:14:01 0.030 0.041 0.059 0.013
01/31/17 00:15:43 0.027 0.035 0.044 0.008
01/31/17 00:17:20 0.020 0.031 0.037 0.007
01/31/17 00:19:03 0.031 0.038 0.049 0.010
01/31/17 00:20:46 0.021 0.033 0.047 0.010
01/31/17 00:22:29 0.041 0.047 0.059 0.011
01/31/17 00:24:13 0.035 0.045 0.066 0.015
01/31/17 00:25:55 0.038 0.048 0.057 0.011
01/31/17 00:27:32 0.032 0.033 0.034 0.000
01/31/17 00:29:18 0.033 0.035 0.038 0.002
01/31/17 00:31:07 0.034 0.039 0.049 0.008
01/31/17 00:32:43 0.033 0.048 0.065 0.015
01/31/17 00:34:34 0.019 0.029 0.035 0.007
01/31/17 00:36:15 0.023 0.027 0.032 0.005
01/31/17 00:37:52 0.042 0.043 0.045 0.005
01/31/17 00:39:46 0.034 0.053 0.070 0.014
01/31/17 00:41:32 0.033 0.044 0.056 0.009
01/31/17 00:43:13 0.043 0.049 0.055 0.009
01/31/17 00:44:47 0.028 0.036 0.045 0.007
01/31/17 00:46:16 0.036 0.043 0.049 0.009
01/31/17 00:47:44 0.021 0.026 0.032 0.007
01/31/17 00:49:11 0.018 0.025 0.031 0.005
01/31/17 00:50:44 0.022 0.032 0.042 0.008
01/31/17 00:52:12 0.030 0.032 0.034 0.001
01/31/17 00:53:39 0.027 0.045 0.059 0.013
01/31/17 00:55:09 0.019 0.032 0.044 0.012
01/31/17 00:56:37 0.020 0.028 0.033 0.007
01/31/17 00:58:06 0.018 0.045 0.059 0.019
01/31/17 00:59:54 0.023 0.050 0.069 0.019
01/31/17 01:01:24 0.021 0.040 0.066 0.019
01/31/17 01:02:53 0.021 0.031 0.041 0.009
01/31/17 01:04:30 0.025 0.035 0.040 0.007
01/31/17 01:05:59 0.026 0.032 0.040 0.008
01/31/17 01:07:28 0.020 0.023 0.025 0.004
01/31/17 01:08:55 0.017 0.028 0.034 0.007
01/31/17 01:10:24 0.019 0.029 0.036 0.008
01/31/17 01:11:52 0.022 0.032 0.045 0.011
01/31/17 01:13:19 0.019 0.028 0.033 0.007
01/31/17 01:14:47 0.018 0.048 0.064 0.022
01/31/17 01:16:14 0.023 0.030 0.036 0.005
01/31/17 01:17:42 0.023 0.032 0.043 0.009
01/31/17 01:19:15 0.034 0.045 0.056 0.009
01/31/17 01:20:52 0.036 0.047 0.059 0.009
01/31/17 01:22:21 0.020 0.029 0.035 0.008
01/31/17 01:23:48 0.024 0.030 0.035 0.008
01/31/17 01:25:16 0.021 0.026 0.031 0.004
01/31/17 01:26:43 0.019 0.041 0.060 0.016
01/31/17 01:28:11 0.019 0.037 0.066 0.021
01/31/17 01:29:38 0.022 0.030 0.037 0.006
01/31/17 01:31:06 0.022 0.027 0.033 0.006
01/31/17 01:32:34 0.022 0.033 0.044 0.010
01/31/17 01:34:01 0.024 0.026 0.030 0.005
01/31/17 01:35:30 0.019 0.036 0.060 0.018
01/31/17 01:36:57 0.024 0.034 0.045 0.010
01/31/17 01:38:26 0.020 0.023 0.028 0.005
01/31/17 01:39:54 0.021 0.029 0.033 0.005
01/31/17 01:41:21 0.022 0.025 0.028 0.006
01/31/17 01:42:49 0.022 0.037 0.046 0.013
01/31/17 01:44:16 0.022 0.025 0.029 0.005
01/31/17 01:45:44 0.018 0.029 0.036 0.009
01/31/17 01:47:11 0.021 0.029 0.036 0.007
01/31/17 01:48:44 0.026 0.049 0.067 0.019
