01/30/17 23:49:59 5000 5000 5000 0
01/30/17 23:51:28 260.898 331.950 375.142 50.629
01/30/17 23:52:56 78.252 80.763 82.468 1.813
01/30/17 23:54:25 78.250 78.998 80.203 0.919
01/30/17 23:55:53 79.677 80.700 82.200 1.132
01/30/17 23:57:21 79.522 80.091 80.645 0.563
01/30/17 23:58:49 77.796 79.627 82.336 1.954
01/31/17 00:00:17 76.757 85.347 98.069 9.178
01/31/17 00:01:44 78.165 80.188 84.141 2.814
01/31/17 00:04:06 79.289 121.435 191.913 50.153
01/31/17 00:05:36 78.347 79.477 80.893 1.083
01/31/17 00:07:03 76.745 78.710 81.220 1.881
01/31/17 00:08:37 89.301 129.922 169.816 32.874
01/31/17 00:10:10 111.608 152.554 217.248 46.282
01/31/17 00:11:43 79.173 101.305 142.058 28.852
01/31/17 00:13:22 111.378 132.235 156.516 18.590
01/31/17 00:15:01 96.578 186.968 354.578 118.640
01/31/17 00:16:49 213.647 304.090 350.608 63.961
01/31/17 00:18:26 89.544 593.071 1022.674 384.518
01/31/17 00:20:10 1226.877 2225.905 3225.315 815.860
01/31/17 00:21:58 171.451 624.814 1355.265 521.496
01/31/17 00:23:38 484.528 584.553 704.137 90.715
01/31/17 00:25:14 357.148 517.310 819.266 213.647
01/31/17 00:26:56 133.210 196.867 273.759 58.139
01/31/17 00:28:42 481.890 986.118 1490.346 504.228
01/31/17 00:30:26 352.482 515.268 757.714 174.761
01/31/17 00:32:13 609.293 950.693 1608.227 465.061
01/31/17 00:33:43 97.058 304.288 654.656 249.125
01/31/17 00:35:45 140.589 433.306 937.982 358.379
01/31/17 00:37:17 262.409 1141.276 2080.354 743.393
01/31/17 00:38:58 473.881 810.613 1469.012 465.599
01/31/17 00:40:47 291.437 482.318 688.604 162.508
01/31/17 00:42:44 267.156 837.612 1396.213 461.012
01/31/17 00:44:19 126.485 350.399 570.775 181.397
01/31/17 00:45:47 84.606 93.874 105.531 8.711
01/31/17 00:47:16 76.535 93.270 105.379 12.226
01/31/17 00:48:43 77.386 78.412 78.981 0.726
01/31/17 00:50:16 77.264 77.709 78.400 0.495
01/31/17 00:51:44 77.113 81.464 89.549 5.731
01/31/17 00:53:11 77.799 97.719 136.124 27.162
01/31/17 00:54:40 80.113 83.412 86.976 2.817
01/31/17 00:56:09 77.444 79.200 80.956 1.756
01/31/17 00:57:38 76.612 78.642 80.672 2.030
01/31/17 00:59:25 282.812 328.984 406.822 55.357
01/31/17 01:00:55 80.616 82.701 83.903 1.498
01/31/17 01:02:24 79.820 83.682 86.009 2.749
01/31/17 01:04:02 5000 5000 5000 0
01/31/17 01:05:30 78.635 80.011 81.986 1.432
01/31/17 01:06:58 77.254 80.981 83.856 2.771
01/31/17 01:08:27 78.023 78.534 79.452 0.650
01/31/17 01:09:55 78.249 81.950 84.952 2.780
01/31/17 01:11:23 82.368 247.772 381.421 124.137
01/31/17 01:12:51 81.229 85.133 90.149 3.725
01/31/17 01:14:18 79.038 82.921 89.117 4.433
01/31/17 01:15:46 77.907 78.946 79.469 0.803
01/31/17 01:17:13 77.353 79.777 82.833 2.292
01/31/17 01:18:43 223.083 649.817 1366.806 510.040
01/31/17 01:20:16 212.019 249.234 287.656 30.893
01/31/17 01:21:53 79.618 224.872 514.848 205.044
01/31/17 01:23:20 77.039 83.002 86.998 4.310
01/31/17 01:24:48 76.974 77.870 78.532 0.732
01/31/17 01:26:15 78.922 84.838 91.879 5.349
01/31/17 01:27:43 77.253 78.431 79.154 0.870
01/31/17 01:29:10 76.739 78.476 80.463 1.547
01/31/17 01:30:38 77.560 116.139 192.381 53.912
01/31/17 01:32:05 78.131 79.756 82.811 2.161
01/31/17 01:33:33 78.583 79.676 81.250 1.186
01/31/17 01:35:01 77.650 79.961 83.268 2.410
01/31/17 01:36:29 77.428 79.970 83.635 2.665
01/31/17 01:37:57 80.133 80.561 81.293 0.614
01/31/17 01:39:26 425.255 599.688 693.682 123.470
01/31/17 01:40:53 78.346 79.916 83.048 2.226
01/31/17 01:42:21 77.701 79.368 80.706 1.290
01/31/17 01:43:48 79.650 80.866 82.758 1.394
01/31/17 01:45:16 78.555 78.610 78.651 0.326
01/31/17 01:46:43 77.568 78.371 78.887 0.619
01/31/17 01:48:11 79.105 80.579 81.853 1.130
01/31/17 01:49:44 78.910 81.027 84.219 2.296
